dataset\clean\Cry\100e2_0.wav,0
dataset\clean\Cry\101e7_0.wav,0
dataset\clean\Cry\101e7_1.wav,0
dataset\clean\Cry\101e7_2.wav,0
dataset\clean\Cry\101e7_3.wav,0
dataset\clean\Cry\101e7_4.wav,0
dataset\clean\Cry\101e7_5.wav,0
dataset\clean\Cry\101e7_6.wav,0
dataset\clean\Cry\101e7_7.wav,0
dataset\clean\Cry\101e7_8.wav,0
dataset\clean\Cry\110e14_0.wav,0
dataset\clean\Cry\110e14_1.wav,0
dataset\clean\Cry\110e14_10.wav,0
dataset\clean\Cry\110e14_11.wav,0
dataset\clean\Cry\110e14_2.wav,0
dataset\clean\Cry\110e14_3.wav,0
dataset\clean\Cry\110e14_4.wav,0
dataset\clean\Cry\110e14_5.wav,0
dataset\clean\Cry\110e14_6.wav,0
dataset\clean\Cry\110e14_7.wav,0
dataset\clean\Cry\110e14_8.wav,0
dataset\clean\Cry\110e14_9.wav,0
dataset\clean\Cry\110e17_0.wav,0
dataset\clean\Cry\110e17_1.wav,0
dataset\clean\Cry\110e17_10.wav,0
dataset\clean\Cry\110e17_11.wav,0
dataset\clean\Cry\110e17_12.wav,0
dataset\clean\Cry\110e17_13.wav,0
dataset\clean\Cry\110e17_14.wav,0
dataset\clean\Cry\110e17_2.wav,0
dataset\clean\Cry\110e17_3.wav,0
dataset\clean\Cry\110e17_4.wav,0
dataset\clean\Cry\110e17_5.wav,0
dataset\clean\Cry\110e17_6.wav,0
dataset\clean\Cry\110e17_7.wav,0
dataset\clean\Cry\110e17_8.wav,0
dataset\clean\Cry\110e17_9.wav,0
dataset\clean\Cry\116e18_0.wav,0
dataset\clean\Cry\116e18_1.wav,0
dataset\clean\Cry\116e18_2.wav,0
dataset\clean\Cry\116e18_3.wav,0
dataset\clean\Cry\116e18_4.wav,0
dataset\clean\Cry\116e18_5.wav,0
dataset\clean\Cry\116e18_6.wav,0
dataset\clean\Cry\124e18_0.wav,0
dataset\clean\Cry\124e18_1.wav,0
dataset\clean\Cry\124e5_0.wav,0
dataset\clean\Cry\124e5_1.wav,0
dataset\clean\Cry\124e5_2.wav,0
dataset\clean\Cry\124e5_3.wav,0
dataset\clean\Cry\130e17_0.wav,0
dataset\clean\Cry\130e17_1.wav,0
dataset\clean\Cry\130e17_10.wav,0
dataset\clean\Cry\130e17_11.wav,0
dataset\clean\Cry\130e17_12.wav,0
dataset\clean\Cry\130e17_13.wav,0
dataset\clean\Cry\130e17_14.wav,0
dataset\clean\Cry\130e17_2.wav,0
dataset\clean\Cry\130e17_3.wav,0
dataset\clean\Cry\130e17_4.wav,0
dataset\clean\Cry\130e17_5.wav,0
dataset\clean\Cry\130e17_6.wav,0
dataset\clean\Cry\130e17_7.wav,0
dataset\clean\Cry\130e17_8.wav,0
dataset\clean\Cry\130e17_9.wav,0
dataset\clean\Cry\130e9_0.wav,0
dataset\clean\Cry\130e9_1.wav,0
dataset\clean\Cry\130e9_10.wav,0
dataset\clean\Cry\130e9_11.wav,0
dataset\clean\Cry\130e9_12.wav,0
dataset\clean\Cry\130e9_13.wav,0
dataset\clean\Cry\130e9_2.wav,0
dataset\clean\Cry\130e9_3.wav,0
dataset\clean\Cry\130e9_4.wav,0
dataset\clean\Cry\130e9_5.wav,0
dataset\clean\Cry\130e9_6.wav,0
dataset\clean\Cry\130e9_7.wav,0
dataset\clean\Cry\130e9_8.wav,0
dataset\clean\Cry\130e9_9.wav,0
dataset\clean\Cry\132e14_0.wav,0
dataset\clean\Cry\132e14_1.wav,0
dataset\clean\Cry\132e14_2.wav,0
dataset\clean\Cry\136e18_0.wav,0
dataset\clean\Cry\136e18_1.wav,0
dataset\clean\Cry\136e18_2.wav,0
dataset\clean\Cry\136e18_3.wav,0
dataset\clean\Cry\136e18_4.wav,0
dataset\clean\Cry\136e18_5.wav,0
dataset\clean\Cry\136e18_6.wav,0
dataset\clean\Cry\140e11_0.wav,0
dataset\clean\Cry\140e11_1.wav,0
dataset\clean\Cry\140e11_2.wav,0
dataset\clean\Cry\140e11_3.wav,0
dataset\clean\Cry\150e1_0.wav,0
dataset\clean\Cry\150e1_1.wav,0
dataset\clean\Cry\150e1_2.wav,0
dataset\clean\Cry\150e1_3.wav,0
dataset\clean\Cry\150e1_4.wav,0
dataset\clean\Cry\150e1_5.wav,0
dataset\clean\Cry\150e1_6.wav,0
dataset\clean\Cry\150e1_7.wav,0
dataset\clean\Cry\150e1_8.wav,0
dataset\clean\Cry\151e2_0.wav,0
dataset\clean\Cry\156e14_0.wav,0
dataset\clean\Cry\156e14_1.wav,0
dataset\clean\Cry\156e14_2.wav,0
dataset\clean\Cry\156e14_3.wav,0
dataset\clean\Cry\160e11_0.wav,0
dataset\clean\Cry\160e11_1.wav,0
dataset\clean\Cry\160e11_2.wav,0
dataset\clean\Cry\160e11_3.wav,0
dataset\clean\Cry\160e12_0.wav,0
dataset\clean\Cry\160e12_1.wav,0
dataset\clean\Cry\160e12_10.wav,0
dataset\clean\Cry\160e12_11.wav,0
dataset\clean\Cry\160e12_12.wav,0
dataset\clean\Cry\160e12_13.wav,0
dataset\clean\Cry\160e12_14.wav,0
dataset\clean\Cry\160e12_15.wav,0
dataset\clean\Cry\160e12_16.wav,0
dataset\clean\Cry\160e12_17.wav,0
dataset\clean\Cry\160e12_18.wav,0
dataset\clean\Cry\160e12_2.wav,0
dataset\clean\Cry\160e12_3.wav,0
dataset\clean\Cry\160e12_4.wav,0
dataset\clean\Cry\160e12_5.wav,0
dataset\clean\Cry\160e12_6.wav,0
dataset\clean\Cry\160e12_7.wav,0
dataset\clean\Cry\160e12_8.wav,0
dataset\clean\Cry\160e12_9.wav,0
dataset\clean\Cry\160e13_0.wav,0
dataset\clean\Cry\160e13_1.wav,0
dataset\clean\Cry\160e13_10.wav,0
dataset\clean\Cry\160e13_11.wav,0
dataset\clean\Cry\160e13_12.wav,0
dataset\clean\Cry\160e13_13.wav,0
dataset\clean\Cry\160e13_14.wav,0
dataset\clean\Cry\160e13_15.wav,0
dataset\clean\Cry\160e13_16.wav,0
dataset\clean\Cry\160e13_17.wav,0
dataset\clean\Cry\160e13_18.wav,0
dataset\clean\Cry\160e13_19.wav,0
dataset\clean\Cry\160e13_2.wav,0
dataset\clean\Cry\160e13_20.wav,0
dataset\clean\Cry\160e13_21.wav,0
dataset\clean\Cry\160e13_22.wav,0
dataset\clean\Cry\160e13_23.wav,0
dataset\clean\Cry\160e13_24.wav,0
dataset\clean\Cry\160e13_25.wav,0
dataset\clean\Cry\160e13_26.wav,0
dataset\clean\Cry\160e13_27.wav,0
dataset\clean\Cry\160e13_28.wav,0
dataset\clean\Cry\160e13_29.wav,0
dataset\clean\Cry\160e13_3.wav,0
dataset\clean\Cry\160e13_30.wav,0
dataset\clean\Cry\160e13_31.wav,0
dataset\clean\Cry\160e13_32.wav,0
dataset\clean\Cry\160e13_33.wav,0
dataset\clean\Cry\160e13_34.wav,0
dataset\clean\Cry\160e13_35.wav,0
dataset\clean\Cry\160e13_36.wav,0
dataset\clean\Cry\160e13_37.wav,0
dataset\clean\Cry\160e13_38.wav,0
dataset\clean\Cry\160e13_39.wav,0
dataset\clean\Cry\160e13_4.wav,0
dataset\clean\Cry\160e13_40.wav,0
dataset\clean\Cry\160e13_41.wav,0
dataset\clean\Cry\160e13_42.wav,0
dataset\clean\Cry\160e13_43.wav,0
dataset\clean\Cry\160e13_44.wav,0
dataset\clean\Cry\160e13_45.wav,0
dataset\clean\Cry\160e13_46.wav,0
dataset\clean\Cry\160e13_47.wav,0
dataset\clean\Cry\160e13_48.wav,0
dataset\clean\Cry\160e13_49.wav,0
dataset\clean\Cry\160e13_5.wav,0
dataset\clean\Cry\160e13_50.wav,0
dataset\clean\Cry\160e13_51.wav,0
dataset\clean\Cry\160e13_52.wav,0
dataset\clean\Cry\160e13_53.wav,0
dataset\clean\Cry\160e13_54.wav,0
dataset\clean\Cry\160e13_55.wav,0
dataset\clean\Cry\160e13_56.wav,0
dataset\clean\Cry\160e13_57.wav,0
dataset\clean\Cry\160e13_58.wav,0
dataset\clean\Cry\160e13_59.wav,0
dataset\clean\Cry\160e13_6.wav,0
dataset\clean\Cry\160e13_7.wav,0
dataset\clean\Cry\160e13_8.wav,0
dataset\clean\Cry\160e13_9.wav,0
dataset\clean\Cry\160e16_0.wav,0
dataset\clean\Cry\160e16_1.wav,0
dataset\clean\Cry\160e3_0.wav,0
dataset\clean\Cry\160e3_1.wav,0
dataset\clean\Cry\160e3_2.wav,0
dataset\clean\Cry\160e9_0.wav,0
dataset\clean\Cry\160e9_1.wav,0
dataset\clean\Cry\160e9_10.wav,0
dataset\clean\Cry\160e9_11.wav,0
dataset\clean\Cry\160e9_12.wav,0
dataset\clean\Cry\160e9_13.wav,0
dataset\clean\Cry\160e9_2.wav,0
dataset\clean\Cry\160e9_3.wav,0
dataset\clean\Cry\160e9_4.wav,0
dataset\clean\Cry\160e9_5.wav,0
dataset\clean\Cry\160e9_6.wav,0
dataset\clean\Cry\160e9_7.wav,0
dataset\clean\Cry\160e9_8.wav,0
dataset\clean\Cry\160e9_9.wav,0
dataset\clean\Cry\161e5_0.wav,0
dataset\clean\Cry\161e5_1.wav,0
dataset\clean\Cry\161e5_2.wav,0
dataset\clean\Cry\162e18_0.wav,0
dataset\clean\Cry\162e18_1.wav,0
dataset\clean\Cry\162e18_2.wav,0
dataset\clean\Cry\162e18_3.wav,0
dataset\clean\Cry\162e18_4.wav,0
dataset\clean\Cry\162e18_5.wav,0
dataset\clean\Cry\162e18_6.wav,0
dataset\clean\Cry\162e18_7.wav,0
dataset\clean\Cry\162e18_8.wav,0
dataset\clean\Cry\163e5_0.wav,0
dataset\clean\Cry\163e5_1.wav,0
dataset\clean\Cry\165e18_0.wav,0
dataset\clean\Cry\165e18_1.wav,0
dataset\clean\Cry\165e18_2.wav,0
dataset\clean\Cry\165e18_3.wav,0
dataset\clean\Cry\165e18_4.wav,0
dataset\clean\Cry\165e18_5.wav,0
dataset\clean\Cry\172e14_0.wav,0
dataset\clean\Cry\172e14_1.wav,0
dataset\clean\Cry\172e14_2.wav,0
dataset\clean\Cry\180e10_0.wav,0
dataset\clean\Cry\180e10_1.wav,0
dataset\clean\Cry\180e10_10.wav,0
dataset\clean\Cry\180e10_11.wav,0
dataset\clean\Cry\180e10_12.wav,0
dataset\clean\Cry\180e10_13.wav,0
dataset\clean\Cry\180e10_14.wav,0
dataset\clean\Cry\180e10_15.wav,0
dataset\clean\Cry\180e10_16.wav,0
dataset\clean\Cry\180e10_17.wav,0
dataset\clean\Cry\180e10_18.wav,0
dataset\clean\Cry\180e10_19.wav,0
dataset\clean\Cry\180e10_2.wav,0
dataset\clean\Cry\180e10_20.wav,0
dataset\clean\Cry\180e10_21.wav,0
dataset\clean\Cry\180e10_22.wav,0
dataset\clean\Cry\180e10_23.wav,0
dataset\clean\Cry\180e10_24.wav,0
dataset\clean\Cry\180e10_25.wav,0
dataset\clean\Cry\180e10_26.wav,0
dataset\clean\Cry\180e10_27.wav,0
dataset\clean\Cry\180e10_28.wav,0
dataset\clean\Cry\180e10_29.wav,0
dataset\clean\Cry\180e10_3.wav,0
dataset\clean\Cry\180e10_4.wav,0
dataset\clean\Cry\180e10_5.wav,0
dataset\clean\Cry\180e10_6.wav,0
dataset\clean\Cry\180e10_7.wav,0
dataset\clean\Cry\180e10_8.wav,0
dataset\clean\Cry\180e10_9.wav,0
dataset\clean\Cry\181e5_0.wav,0
dataset\clean\Cry\181e5_1.wav,0
dataset\clean\Cry\181e5_2.wav,0
dataset\clean\Cry\192e7_0.wav,0
dataset\clean\Cry\192e7_1.wav,0
dataset\clean\Cry\192e7_10.wav,0
dataset\clean\Cry\192e7_11.wav,0
dataset\clean\Cry\192e7_12.wav,0
dataset\clean\Cry\192e7_13.wav,0
dataset\clean\Cry\192e7_14.wav,0
dataset\clean\Cry\192e7_15.wav,0
dataset\clean\Cry\192e7_16.wav,0
dataset\clean\Cry\192e7_17.wav,0
dataset\clean\Cry\192e7_18.wav,0
dataset\clean\Cry\192e7_19.wav,0
dataset\clean\Cry\192e7_2.wav,0
dataset\clean\Cry\192e7_20.wav,0
dataset\clean\Cry\192e7_21.wav,0
dataset\clean\Cry\192e7_22.wav,0
dataset\clean\Cry\192e7_23.wav,0
dataset\clean\Cry\192e7_24.wav,0
dataset\clean\Cry\192e7_25.wav,0
dataset\clean\Cry\192e7_26.wav,0
dataset\clean\Cry\192e7_27.wav,0
dataset\clean\Cry\192e7_28.wav,0
dataset\clean\Cry\192e7_29.wav,0
dataset\clean\Cry\192e7_3.wav,0
dataset\clean\Cry\192e7_30.wav,0
dataset\clean\Cry\192e7_31.wav,0
dataset\clean\Cry\192e7_32.wav,0
dataset\clean\Cry\192e7_33.wav,0
dataset\clean\Cry\192e7_34.wav,0
dataset\clean\Cry\192e7_35.wav,0
dataset\clean\Cry\192e7_36.wav,0
dataset\clean\Cry\192e7_37.wav,0
dataset\clean\Cry\192e7_38.wav,0
dataset\clean\Cry\192e7_39.wav,0
dataset\clean\Cry\192e7_4.wav,0
dataset\clean\Cry\192e7_40.wav,0
dataset\clean\Cry\192e7_41.wav,0
dataset\clean\Cry\192e7_42.wav,0
dataset\clean\Cry\192e7_43.wav,0
dataset\clean\Cry\192e7_44.wav,0
dataset\clean\Cry\192e7_45.wav,0
dataset\clean\Cry\192e7_46.wav,0
dataset\clean\Cry\192e7_47.wav,0
dataset\clean\Cry\192e7_48.wav,0
dataset\clean\Cry\192e7_49.wav,0
dataset\clean\Cry\192e7_5.wav,0
dataset\clean\Cry\192e7_50.wav,0
dataset\clean\Cry\192e7_51.wav,0
dataset\clean\Cry\192e7_52.wav,0
dataset\clean\Cry\192e7_53.wav,0
dataset\clean\Cry\192e7_54.wav,0
dataset\clean\Cry\192e7_55.wav,0
dataset\clean\Cry\192e7_56.wav,0
dataset\clean\Cry\192e7_57.wav,0
dataset\clean\Cry\192e7_58.wav,0
dataset\clean\Cry\192e7_59.wav,0
dataset\clean\Cry\192e7_6.wav,0
dataset\clean\Cry\192e7_60.wav,0
dataset\clean\Cry\192e7_61.wav,0
dataset\clean\Cry\192e7_62.wav,0
dataset\clean\Cry\192e7_63.wav,0
dataset\clean\Cry\192e7_64.wav,0
dataset\clean\Cry\192e7_65.wav,0
dataset\clean\Cry\192e7_66.wav,0
dataset\clean\Cry\192e7_67.wav,0
dataset\clean\Cry\192e7_68.wav,0
dataset\clean\Cry\192e7_69.wav,0
dataset\clean\Cry\192e7_7.wav,0
dataset\clean\Cry\192e7_70.wav,0
dataset\clean\Cry\192e7_71.wav,0
dataset\clean\Cry\192e7_72.wav,0
dataset\clean\Cry\192e7_73.wav,0
dataset\clean\Cry\192e7_74.wav,0
dataset\clean\Cry\192e7_75.wav,0
dataset\clean\Cry\192e7_76.wav,0
dataset\clean\Cry\192e7_77.wav,0
dataset\clean\Cry\192e7_78.wav,0
dataset\clean\Cry\192e7_79.wav,0
dataset\clean\Cry\192e7_8.wav,0
dataset\clean\Cry\192e7_9.wav,0
dataset\clean\Cry\202e11_0.wav,0
dataset\clean\Cry\202e11_1.wav,0
dataset\clean\Cry\202e11_2.wav,0
dataset\clean\Cry\202e11_3.wav,0
dataset\clean\Cry\202e11_4.wav,0
dataset\clean\Cry\202e11_5.wav,0
dataset\clean\Cry\202e11_6.wav,0
dataset\clean\Cry\202e11_7.wav,0
dataset\clean\Cry\210e16_0.wav,0
dataset\clean\Cry\210e16_1.wav,0
dataset\clean\Cry\210e7_0.wav,0
dataset\clean\Cry\210e7_1.wav,0
dataset\clean\Cry\210e7_2.wav,0
dataset\clean\Cry\210e8_0.wav,0
dataset\clean\Cry\210e8_1.wav,0
dataset\clean\Cry\210e8_10.wav,0
dataset\clean\Cry\210e8_11.wav,0
dataset\clean\Cry\210e8_12.wav,0
dataset\clean\Cry\210e8_13.wav,0
dataset\clean\Cry\210e8_14.wav,0
dataset\clean\Cry\210e8_15.wav,0
dataset\clean\Cry\210e8_16.wav,0
dataset\clean\Cry\210e8_17.wav,0
dataset\clean\Cry\210e8_18.wav,0
dataset\clean\Cry\210e8_19.wav,0
dataset\clean\Cry\210e8_2.wav,0
dataset\clean\Cry\210e8_20.wav,0
dataset\clean\Cry\210e8_21.wav,0
dataset\clean\Cry\210e8_22.wav,0
dataset\clean\Cry\210e8_23.wav,0
dataset\clean\Cry\210e8_24.wav,0
dataset\clean\Cry\210e8_25.wav,0
dataset\clean\Cry\210e8_26.wav,0
dataset\clean\Cry\210e8_27.wav,0
dataset\clean\Cry\210e8_28.wav,0
dataset\clean\Cry\210e8_29.wav,0
dataset\clean\Cry\210e8_3.wav,0
dataset\clean\Cry\210e8_30.wav,0
dataset\clean\Cry\210e8_31.wav,0
dataset\clean\Cry\210e8_32.wav,0
dataset\clean\Cry\210e8_33.wav,0
dataset\clean\Cry\210e8_34.wav,0
dataset\clean\Cry\210e8_35.wav,0
dataset\clean\Cry\210e8_36.wav,0
dataset\clean\Cry\210e8_37.wav,0
dataset\clean\Cry\210e8_38.wav,0
dataset\clean\Cry\210e8_39.wav,0
dataset\clean\Cry\210e8_4.wav,0
dataset\clean\Cry\210e8_40.wav,0
dataset\clean\Cry\210e8_41.wav,0
dataset\clean\Cry\210e8_5.wav,0
dataset\clean\Cry\210e8_6.wav,0
dataset\clean\Cry\210e8_7.wav,0
dataset\clean\Cry\210e8_8.wav,0
dataset\clean\Cry\210e8_9.wav,0
dataset\clean\Cry\211e19_0.wav,0
dataset\clean\Cry\211e19_1.wav,0
dataset\clean\Cry\211e19_10.wav,0
dataset\clean\Cry\211e19_11.wav,0
dataset\clean\Cry\211e19_12.wav,0
dataset\clean\Cry\211e19_13.wav,0
dataset\clean\Cry\211e19_14.wav,0
dataset\clean\Cry\211e19_15.wav,0
dataset\clean\Cry\211e19_16.wav,0
dataset\clean\Cry\211e19_17.wav,0
dataset\clean\Cry\211e19_18.wav,0
dataset\clean\Cry\211e19_19.wav,0
dataset\clean\Cry\211e19_2.wav,0
dataset\clean\Cry\211e19_20.wav,0
dataset\clean\Cry\211e19_21.wav,0
dataset\clean\Cry\211e19_22.wav,0
dataset\clean\Cry\211e19_23.wav,0
dataset\clean\Cry\211e19_24.wav,0
dataset\clean\Cry\211e19_25.wav,0
dataset\clean\Cry\211e19_26.wav,0
dataset\clean\Cry\211e19_27.wav,0
dataset\clean\Cry\211e19_28.wav,0
dataset\clean\Cry\211e19_29.wav,0
dataset\clean\Cry\211e19_3.wav,0
dataset\clean\Cry\211e19_30.wav,0
dataset\clean\Cry\211e19_31.wav,0
dataset\clean\Cry\211e19_32.wav,0
dataset\clean\Cry\211e19_33.wav,0
dataset\clean\Cry\211e19_34.wav,0
dataset\clean\Cry\211e19_35.wav,0
dataset\clean\Cry\211e19_36.wav,0
dataset\clean\Cry\211e19_37.wav,0
dataset\clean\Cry\211e19_38.wav,0
dataset\clean\Cry\211e19_39.wav,0
dataset\clean\Cry\211e19_4.wav,0
dataset\clean\Cry\211e19_5.wav,0
dataset\clean\Cry\211e19_6.wav,0
dataset\clean\Cry\211e19_7.wav,0
dataset\clean\Cry\211e19_8.wav,0
dataset\clean\Cry\211e19_9.wav,0
dataset\clean\Cry\211e9_0.wav,0
dataset\clean\Cry\211e9_1.wav,0
dataset\clean\Cry\211e9_10.wav,0
dataset\clean\Cry\211e9_11.wav,0
dataset\clean\Cry\211e9_12.wav,0
dataset\clean\Cry\211e9_13.wav,0
dataset\clean\Cry\211e9_14.wav,0
dataset\clean\Cry\211e9_15.wav,0
dataset\clean\Cry\211e9_16.wav,0
dataset\clean\Cry\211e9_17.wav,0
dataset\clean\Cry\211e9_18.wav,0
dataset\clean\Cry\211e9_19.wav,0
dataset\clean\Cry\211e9_2.wav,0
dataset\clean\Cry\211e9_20.wav,0
dataset\clean\Cry\211e9_21.wav,0
dataset\clean\Cry\211e9_22.wav,0
dataset\clean\Cry\211e9_23.wav,0
dataset\clean\Cry\211e9_24.wav,0
dataset\clean\Cry\211e9_25.wav,0
dataset\clean\Cry\211e9_26.wav,0
dataset\clean\Cry\211e9_27.wav,0
dataset\clean\Cry\211e9_28.wav,0
dataset\clean\Cry\211e9_29.wav,0
dataset\clean\Cry\211e9_3.wav,0
dataset\clean\Cry\211e9_30.wav,0
dataset\clean\Cry\211e9_31.wav,0
dataset\clean\Cry\211e9_32.wav,0
dataset\clean\Cry\211e9_33.wav,0
dataset\clean\Cry\211e9_34.wav,0
dataset\clean\Cry\211e9_35.wav,0
dataset\clean\Cry\211e9_36.wav,0
dataset\clean\Cry\211e9_37.wav,0
dataset\clean\Cry\211e9_38.wav,0
dataset\clean\Cry\211e9_39.wav,0
dataset\clean\Cry\211e9_4.wav,0
dataset\clean\Cry\211e9_40.wav,0
dataset\clean\Cry\211e9_41.wav,0
dataset\clean\Cry\211e9_42.wav,0
dataset\clean\Cry\211e9_43.wav,0
dataset\clean\Cry\211e9_44.wav,0
dataset\clean\Cry\211e9_45.wav,0
dataset\clean\Cry\211e9_46.wav,0
dataset\clean\Cry\211e9_47.wav,0
dataset\clean\Cry\211e9_48.wav,0
dataset\clean\Cry\211e9_49.wav,0
dataset\clean\Cry\211e9_5.wav,0
dataset\clean\Cry\211e9_50.wav,0
dataset\clean\Cry\211e9_51.wav,0
dataset\clean\Cry\211e9_52.wav,0
dataset\clean\Cry\211e9_53.wav,0
dataset\clean\Cry\211e9_54.wav,0
dataset\clean\Cry\211e9_55.wav,0
dataset\clean\Cry\211e9_56.wav,0
dataset\clean\Cry\211e9_57.wav,0
dataset\clean\Cry\211e9_58.wav,0
dataset\clean\Cry\211e9_59.wav,0
dataset\clean\Cry\211e9_6.wav,0
dataset\clean\Cry\211e9_60.wav,0
dataset\clean\Cry\211e9_61.wav,0
dataset\clean\Cry\211e9_62.wav,0
dataset\clean\Cry\211e9_63.wav,0
dataset\clean\Cry\211e9_64.wav,0
dataset\clean\Cry\211e9_65.wav,0
dataset\clean\Cry\211e9_66.wav,0
dataset\clean\Cry\211e9_67.wav,0
dataset\clean\Cry\211e9_68.wav,0
dataset\clean\Cry\211e9_69.wav,0
dataset\clean\Cry\211e9_7.wav,0
dataset\clean\Cry\211e9_70.wav,0
dataset\clean\Cry\211e9_71.wav,0
dataset\clean\Cry\211e9_72.wav,0
dataset\clean\Cry\211e9_73.wav,0
dataset\clean\Cry\211e9_74.wav,0
dataset\clean\Cry\211e9_75.wav,0
dataset\clean\Cry\211e9_76.wav,0
dataset\clean\Cry\211e9_77.wav,0
dataset\clean\Cry\211e9_78.wav,0
dataset\clean\Cry\211e9_79.wav,0
dataset\clean\Cry\211e9_8.wav,0
dataset\clean\Cry\211e9_80.wav,0
dataset\clean\Cry\211e9_81.wav,0
dataset\clean\Cry\211e9_82.wav,0
dataset\clean\Cry\211e9_83.wav,0
dataset\clean\Cry\211e9_84.wav,0
dataset\clean\Cry\211e9_85.wav,0
dataset\clean\Cry\211e9_86.wav,0
dataset\clean\Cry\211e9_87.wav,0
dataset\clean\Cry\211e9_9.wav,0
dataset\clean\Cry\215e18_0.wav,0
dataset\clean\Cry\215e18_1.wav,0
dataset\clean\Cry\215e18_2.wav,0
dataset\clean\Cry\215e18_3.wav,0
dataset\clean\Cry\215e18_4.wav,0
dataset\clean\Cry\215e18_5.wav,0
dataset\clean\Cry\220e13_0.wav,0
dataset\clean\Cry\220e13_1.wav,0
dataset\clean\Cry\220e13_10.wav,0
dataset\clean\Cry\220e13_11.wav,0
dataset\clean\Cry\220e13_12.wav,0
dataset\clean\Cry\220e13_13.wav,0
dataset\clean\Cry\220e13_14.wav,0
dataset\clean\Cry\220e13_15.wav,0
dataset\clean\Cry\220e13_16.wav,0
dataset\clean\Cry\220e13_17.wav,0
dataset\clean\Cry\220e13_18.wav,0
dataset\clean\Cry\220e13_19.wav,0
dataset\clean\Cry\220e13_2.wav,0
dataset\clean\Cry\220e13_20.wav,0
dataset\clean\Cry\220e13_21.wav,0
dataset\clean\Cry\220e13_22.wav,0
dataset\clean\Cry\220e13_23.wav,0
dataset\clean\Cry\220e13_24.wav,0
dataset\clean\Cry\220e13_25.wav,0
dataset\clean\Cry\220e13_26.wav,0
dataset\clean\Cry\220e13_27.wav,0
dataset\clean\Cry\220e13_28.wav,0
dataset\clean\Cry\220e13_29.wav,0
dataset\clean\Cry\220e13_3.wav,0
dataset\clean\Cry\220e13_30.wav,0
dataset\clean\Cry\220e13_31.wav,0
dataset\clean\Cry\220e13_32.wav,0
dataset\clean\Cry\220e13_33.wav,0
dataset\clean\Cry\220e13_34.wav,0
dataset\clean\Cry\220e13_35.wav,0
dataset\clean\Cry\220e13_36.wav,0
